city,air_quality_index,co,no2,o2,particulate_matter_10,particulate_matter_25,so2,date,time
Cairo,82,51.7,10.3,71.7,33.8,27.0,16.3,2024-04-22,22:00:00
Cairo,54,52.5,11.0,77.0,27.0,14.0,16.0,2024-04-22,21:00:00
Cairo,78,52.7,11.0,81.7,31.3,25.0,19.3,2024-04-22,20:00:00
Cairo,91,52.9,11.0,86.3,38.8,31.0,22.7,2024-04-22,19:00:00
Cairo,91,53.1,11.0,91.0,38.8,31.0,26.0,2024-04-22,18:00:00
Cairo,76,51.7,9.0,102.0,39.0,24.0,26.3,2024-04-22,17:00:00
Cairo,72,50.4,7.0,113.0,27.5,22.0,26.7,2024-04-22,16:00:00
Cairo,55,49.0,5.0,124.0,25.0,10.0,27.0,2024-04-22,15:00:00
Cairo,58,48.4,4.0,126.7,28.0,15.0,27.0,2024-04-22,14:00:00
Cairo,62,47.9,3.0,129.3,16.3,13.0,27.0,2024-04-22,13:00:00
Cairo,65,47.3,2.0,132.0,16.3,13.0,27.0,2024-04-22,12:00:00
Cairo,62,47.7,2.3,130.0,16.0,11.0,33.0,2024-04-22,11:00:00
Cairo,60,48.0,2.7,128.0,17.5,14.0,39.0,2024-04-22,10:00:00
Cairo,58,48.4,3.0,126.0,13.0,8.0,45.0,2024-04-22,09:00:00
Cairo,59,52.7,7.0,111.7,20.0,16.0,42.3,2024-04-22,08:00:00
Cairo,59,57.0,11.0,97.3,20.0,16.0,39.7,2024-04-22,07:00:00
Cairo,63,61.3,15.0,83.0,22.5,18.0,37.0,2024-04-22,06:00:00
Cairo,64,55.6,11.7,79.3,23.0,18.5,29.7,2024-04-22,05:00:00
Cairo,42,50.0,8.3,75.7,12.5,10.0,22.3,2024-04-22,04:00:00
Cairo,33,44.4,5.0,72.0,14.0,7.0,15.0,2024-04-22,03:00:00
Cairo,37,44.5,5.0,74.0,11.3,9.0,15.0,2024-04-22,02:00:00
Cairo,35,44.7,5.0,76.0,8.8,7.0,15.0,2024-04-22,01:00:00
Cairo,69,44.9,5.0,78.0,26.3,21.0,15.0,2024-04-22,00:00:00
Cairo,67,46.9,6.7,80.3,26.0,20.0,19.0,2024-04-21,23:00:00
Cairo,85,48.8,8.3,82.7,35.0,28.0,23.0,2024-04-21,22:00:00
Cairo,54,50.8,10.0,85.0,27.0,14.0,27.0,2024-04-21,21:00:00
Cairo,89,58.6,15.0,85.3,37.5,30.0,32.0,2024-04-21,20:00:00
Cairo,118,66.3,20.0,85.7,52.5,42.0,37.0,2024-04-21,19:00:00
Cairo,91,74.1,25.0,86.0,38.8,31.0,42.0,2024-04-21,18:00:00
Cairo,92,67.9,18.7,102.0,39.0,31.5,36.3,2024-04-21,17:00:00
Cairo,102,61.7,12.3,118.0,45.0,36.0,30.7,2024-04-21,16:00:00
Cairo,68,55.4,6.0,134.0,20.0,13.0,25.0,2024-04-21,15:00:00
Cairo,112,54.3,4.7,137.3,45.0,40.0,22.7,2024-04-21,14:00:00
Cairo,91,53.1,3.3,140.7,38.8,31.0,20.3,2024-04-21,13:00:00
Cairo,85,51.9,2.0,144.0,35.0,28.0,18.0,2024-04-21,12:00:00
Cairo,88,52.5,2.3,138.3,39.0,29.5,17.7,2024-04-21,11:00:00
Cairo,69,53.1,2.7,132.7,26.3,21.0,17.3,2024-04-21,10:00:00
Cairo,63,53.7,3.0,127.0,22.5,18.0,17.0,2024-04-21,09:00:00
Cairo,76,55.4,4.3,117.0,30.0,24.0,17.7,2024-04-21,08:00:00
Cairo,78,57.2,5.7,107.0,31.3,25.0,18.3,2024-04-21,07:00:00
Cairo,102,58.9,7.0,97.0,45.0,36.0,19.0,2024-04-21,06:00:00
Cairo,86,58.4,6.7,89.0,45.0,28.5,21.7,2024-04-21,05:00:00
Cairo,78,57.8,6.3,81.0,31.3,25.0,24.3,2024-04-21,04:00:00
Cairo,46,57.2,6.0,73.0,19.0,11.0,27.0,2024-04-21,03:00:00
Cairo,35,57.0,6.3,75.0,10.0,8.0,26.3,2024-04-21,02:00:00
Cairo,59,56.8,6.7,77.0,20.0,16.0,25.7,2024-04-21,01:00:00
Cairo,82,56.6,7.0,79.0,33.8,27.0,25.0,2024-04-21,00:00:00
Cairo,67,57.6,8.7,80.0,20.0,20.0,29.7,2024-04-20,23:00:00
Cairo,89,58.6,10.3,81.0,34.0,30.0,34.3,2024-04-20,22:00:00
Buenos Aires,21,46.1,9.0,38.0,8.0,5.0,17.0,2024-04-23,21:00:00
Buenos Aires,20,141.0,7.0,42.7,17.0,1.0,6.0,2024-04-23,20:00:00
Buenos Aires,22,171.0,5.0,47.3,16.0,1.0,6.0,2024-04-23,19:00:00
Buenos Aires,24,171.0,3.0,52.0,11.0,1.0,6.0,2024-04-23,18:00:00
Buenos Aires,5,170.5,11.0,11.8,1.0,1.0,25.5,2024-04-23,17:00:00
Buenos Aires,66,206.0,10.0,9.3,21.0,19.5,27.0,2024-04-23,16:00:00
Buenos Aires,21,30.9,2.0,46.0,7.0,4.0,9.0,2024-04-23,15:00:00
Buenos Aires,15,212.0,2.7,31.7,3.0,3.0,6.0,2024-04-23,14:00:00
Buenos Aires,107,292.0,3.3,3.6,41.0,38.0,43.0,2024-04-23,13:00:00
Buenos Aires,107,323.0,4.0,3.1,41.0,38.0,43.0,2024-04-23,12:00:00
Buenos Aires,107,413.0,8.0,2.7,41.0,38.0,43.0,2024-04-23,11:00:00
Buenos Aires,7,292.0,12.0,15.0,3.0,1.0,6.0,2024-04-23,10:00:00
Buenos Aires,17,49.0,16.0,21.0,6.0,4.0,31.0,2024-04-23,09:00:00
Buenos Aires,107,292.0,14.7,10.6,41.0,38.0,6.0,2024-04-23,08:00:00
Buenos Aires,107,292.0,13.3,10.6,41.0,38.0,6.0,2024-04-23,07:00:00
Buenos Aires,128,291.0,12.0,8.7,49.7,45.67,3.0,2024-04-23,06:00:00
Buenos Aires,184,351.5,30.0,6.3,106.0,81.0,6.0,2024-04-23,05:00:00
Buenos Aires,168,333.0,27.2,6.6,102.0,69.0,6.0,2024-04-23,04:00:00
Buenos Aires,85,578.8,34.8,15.0,40.5,28.25,4.0,2024-04-23,03:00:00
Buenos Aires,42,221.0,11.5,16.6,13.7,10.0,3.0,2024-04-23,02:00:00
Buenos Aires,17,202.0,14.0,11.4,6.0,4.0,3.0,2024-04-23,01:00:00
Buenos Aires,19,202.0,12.0,13.9,7.0,4.5,3.0,2024-04-23,00:00:00
Buenos Aires,31,185.5,5.0,23.3,10.5,7.5,6.0,2024-04-22,23:00:00
Buenos Aires,29,176.0,6.0,22.1,10.5,7.0,6.0,2024-04-22,22:00:00
Buenos Aires,25,200.0,10.5,18.0,8.0,6.0,0.0,2024-04-22,21:00:00
Buenos Aires,19,196.0,10.5,15.7,7.0,4.67,3.0,2024-04-22,20:00:00
Buenos Aires,21,185.5,7.0,21.6,7.5,5.0,6.0,2024-04-22,19:00:00
Buenos Aires,12,141.0,2.0,15.0,7.0,3.0,6.0,2024-04-22,18:00:00
Buenos Aires,17,226.0,4.0,34.0,7.0,4.0,6.0,2024-04-22,17:00:00
Buenos Aires,33,55.0,4.0,24.8,11.0,8.0,6.0,2024-04-22,16:00:00
Buenos Aires,54,50.0,8.0,20.0,17.0,14.0,0.0,2024-04-22,15:00:00
Buenos Aires,50,40.0,4.0,22.3,16.0,12.0,6.0,2024-04-22,14:00:00
Buenos Aires,85,60.0,4.0,23.8,36.0,28.0,6.0,2024-04-22,13:00:00
Buenos Aires,89,81.0,1.0,10.2,39.0,30.0,6.0,2024-04-22,12:00:00
Buenos Aires,183,80.5,8.0,12.0,90.0,80.0,3.0,2024-04-22,11:00:00
Buenos Aires,230,90.5,7.0,17.8,128.5,115.5,6.0,2024-04-22,10:00:00
Buenos Aires,8,24.5,3.0,3.0,3.0,2.0,0.0,2024-04-22,09:00:00
Buenos Aires,18,90.5,5.5,12.8,16.0,4.33,3.0,2024-04-22,08:00:00
Buenos Aires,26,100.5,4.5,17.5,19.3,6.33,3.0,2024-04-22,07:00:00
Buenos Aires,29,111.0,6.0,14.7,10.0,7.0,3.0,2024-04-22,06:00:00
Buenos Aires,44,115.5,2.0,27.6,14.0,10.5,6.0,2024-04-22,05:00:00
Buenos Aires,44,110.5,2.0,27.9,13.0,10.5,6.0,2024-04-22,04:00:00
Buenos Aires,47,267.4,19.0,25.1,14.7,11.33,3.0,2024-04-22,03:00:00
Buenos Aires,37,60.0,2.5,30.5,11.0,9.0,0.0,2024-04-22,02:00:00
Buenos Aires,50,70.5,3.0,24.9,16.3,12.0,3.0,2024-04-22,01:00:00
Buenos Aires,61,91.0,4.0,19.5,21.5,17.0,3.0,2024-04-22,00:00:00
Buenos Aires,71,115.5,3.0,23.6,27.5,21.5,6.0,2024-04-21,23:00:00
Buenos Aires,56,135.5,8.0,22.7,20.0,15.0,6.0,2024-04-21,22:00:00
Buenos Aires,25,27.4,3.0,20.0,8.0,6.0,0.0,2024-04-21,21:00:00
Buenos Aires,53,105.5,5.5,22.4,18.0,13.33,3.0,2024-04-21,20:00:00
Buenos Aires,42,111.0,3.0,21.2,13.5,10.0,3.0,2024-04-21,19:00:00
Buenos Aires,23,71.0,4.0,20.8,8.0,5.5,3.0,2024-04-21,18:00:00
Buenos Aires,48,181.0,8.0,42.0,18.0,11.5,6.0,2024-04-21,17:00:00
Buenos Aires,54,262.0,5.3,27.6,18.0,14.0,6.0,2024-04-21,16:00:00
Buenos Aires,48,140.0,6.0,31.0,16.0,11.5,0.0,2024-04-21,15:00:00
Buenos Aires,57,186.0,6.5,26.0,20.0,15.33,3.0,2024-04-21,14:00:00
Buenos Aires,62,256.0,16.5,19.0,26.0,17.33,3.0,2024-04-21,13:00:00
Buenos Aires,85,514.0,8.0,31.0,39.5,28.0,3.0,2024-04-21,12:00:00
Buenos Aires,75,407.0,26.0,14.0,35.0,23.5,6.0,2024-04-21,11:00:00
Buenos Aires,95,563.5,25.0,16.0,45.5,33.0,6.0,2024-04-21,10:00:00
Buenos Aires,97,614.0,26.5,42.0,47.0,33.67,3.5,2024-04-21,09:00:00
Buenos Aires,123,755.3,32.0,79.0,59.0,44.0,1.0,2024-04-21,08:00:00
Buenos Aires,104,674.5,34.0,47.0,51.0,37.0,3.5,2024-04-21,07:00:00
Buenos Aires,139,1038.0,39.0,82.0,75.5,50.0,3.5,2024-04-21,06:00:00
Buenos Aires,151,509.0,9.0,38.0,71.0,56.0,6.0,2024-04-21,05:00:00
Buenos Aires,102,630.0,7.0,45.0,49.0,36.0,6.0,2024-04-21,04:00:00
Buenos Aires,105,495.8,33.6,106.5,50.0,37.17,3.5,2024-04-21,03:00:00
Buenos Aires,80,320.0,34.0,53.0,39.0,26.0,1.0,2024-04-21,02:00:00
Buenos Aires,153,474.0,26.0,80.0,75.5,57.5,3.5,2024-04-21,01:00:00
Buenos Aires,78,241.0,22.0,61.5,42.3,25.0,3.5,2024-04-21,00:00:00
Buenos Aires,50,196.0,32.0,31.0,27.5,12.0,6.0,2024-04-20,23:00:00
Buenos Aires,26,192.0,16.0,57.2,22.0,6.0,6.0,2024-04-20,22:00:00
Tokyo,63,95.1,16.0,57.0,30.0,18.0,36.0,2024-04-23,21:00:00
Tokyo,54,143.0,14.5,44.1,22.4,13.92,24.7,2024-04-23,20:00:00
Tokyo,22,221.4,12.0,17.3,6.7,5.32,1.3,2024-04-23,19:00:00
Tokyo,24,238.6,11.6,18.2,7.3,5.75,2.1,2024-04-23,18:00:00
Tokyo,24,236.8,11.6,21.6,7.3,5.72,2.4,2024-04-23,17:00:00
Tokyo,25,254.6,12.0,23.9,7.5,5.95,2.7,2024-04-23,16:00:00
Tokyo,61,343.0,150.0,26.8,21.0,17.0,8.0,2024-04-23,15:00:00
Tokyo,56,10.0,86.0,21.6,22.0,15.0,8.0,2024-04-23,14:00:00
Tokyo,35,295.7,19.0,51.6,10.6,8.36,3.7,2024-04-23,13:00:00
Tokyo,37,314.6,19.8,64.0,11.2,8.86,3.4,2024-04-23,12:00:00
Tokyo,39,329.8,21.9,65.7,11.7,9.26,3.0,2024-04-23,11:00:00
Tokyo,39,334.1,22.8,26.8,11.8,9.35,4.6,2024-04-23,10:00:00
Tokyo,32,230.0,13.0,69.0,4.0,3.0,0.0,2024-04-23,09:00:00
Tokyo,44,304.1,24.7,61.8,13.3,10.61,2.4,2024-04-23,08:00:00
Tokyo,48,325.1,24.8,32.0,14.4,11.43,5.5,2024-04-23,07:00:00
Tokyo,48,304.9,23.6,87.0,14.5,11.53,5.2,2024-04-23,06:00:00
Tokyo,45,304.4,21.8,86.0,13.8,10.92,4.5,2024-04-23,05:00:00
Tokyo,44,297.6,21.0,85.0,13.5,10.68,5.2,2024-04-23,04:00:00
Tokyo,46,345.0,22.2,84.0,13.8,11.0,2.2,2024-04-23,03:00:00
Tokyo,45,282.5,21.9,32.0,13.3,10.92,2.1,2024-04-23,02:00:00
Tokyo,38,303.6,20.5,78.0,11.5,9.12,1.5,2024-04-23,01:00:00
Tokyo,37,303.2,21.9,75.0,11.3,8.92,2.8,2024-04-23,00:00:00
Tokyo,36,303.7,23.3,24.2,11.1,8.65,2.5,2024-04-22,23:00:00
Tokyo,39,314.6,25.8,24.2,11.9,9.34,2.3,2024-04-22,22:00:00
Tokyo,87,71.8,21.0,37.0,51.0,29.0,50.0,2024-04-22,21:00:00
Tokyo,47,288.0,19.2,13.1,14.3,11.37,2.0,2024-04-22,20:00:00
Tokyo,40,268.4,19.5,3.5,12.3,9.73,1.3,2024-04-22,19:00:00
Tokyo,43,282.3,16.5,37.0,13.0,10.29,1.0,2024-04-22,18:00:00
Tokyo,47,301.7,21.7,14.7,14.5,11.39,2.1,2024-04-22,17:00:00
Tokyo,50,333.9,23.8,41.7,15.1,11.93,2.2,2024-04-22,16:00:00
Tokyo,131,98.6,25.0,44.0,75.0,47.0,48.0,2024-04-22,15:00:00
Tokyo,100,188.4,25.1,46.7,55.3,35.5,32.6,2024-04-22,14:00:00
Tokyo,51,406.8,23.6,17.3,15.7,12.43,2.1,2024-04-22,13:00:00
Tokyo,51,368.0,25.3,52.0,15.8,12.49,1.9,2024-04-22,12:00:00
Tokyo,54,371.5,22.8,61.3,17.4,13.87,2.7,2024-04-22,11:00:00
Tokyo,55,358.3,21.2,70.7,18.0,14.33,2.4,2024-04-22,10:00:00
Tokyo,95,91.6,24.0,80.0,54.0,33.0,40.0,2024-04-22,09:00:00
Tokyo,56,334.5,18.2,64.6,18.6,14.78,2.1,2024-04-22,08:00:00
Tokyo,57,311.4,18.9,52.0,19.0,15.2,2.3,2024-04-22,07:00:00
Tokyo,59,326.7,24.2,33.7,20.2,16.12,2.8,2024-04-22,06:00:00
Tokyo,58,327.0,22.4,49.8,19.8,15.71,2.1,2024-04-22,05:00:00
Tokyo,57,329.2,24.0,43.2,19.3,15.32,2.2,2024-04-22,04:00:00
Tokyo,63,345.0,34.5,82.0,22.6,18.0,2.0,2024-04-22,03:00:00
Tokyo,53,359.4,28.2,67.4,17.1,13.61,1.7,2024-04-22,02:00:00
Tokyo,55,339.8,28.0,52.7,18.3,14.55,1.8,2024-04-22,01:00:00
Tokyo,57,338.2,27.0,38.1,18.9,15.05,2.0,2024-04-22,00:00:00
Tokyo,58,342.8,26.1,38.1,19.7,15.62,2.2,2024-04-21,23:00:00
Tokyo,58,331.7,23.9,47.4,19.6,15.54,2.0,2024-04-21,22:00:00
Tokyo,58,307.4,19.2,52.0,19.7,15.66,1.9,2024-04-21,21:00:00
Tokyo,59,309.5,17.1,45.7,20.1,16.0,1.9,2024-04-21,20:00:00
Tokyo,59,303.2,12.6,39.3,20.6,16.39,1.5,2024-04-21,19:00:00
Tokyo,60,313.6,12.9,33.0,20.9,16.68,2.0,2024-04-21,18:00:00
Tokyo,63,338.0,14.3,32.1,22.9,18.19,2.2,2024-04-21,17:00:00
Tokyo,67,366.7,17.9,42.4,24.9,19.8,2.1,2024-04-21,16:00:00
Tokyo,89,343.0,93.0,30.4,36.0,30.0,15.0,2024-04-21,15:00:00
Tokyo,81,347.2,68.3,35.3,31.9,26.3,10.8,2024-04-21,14:00:00
Tokyo,65,345.0,20.3,40.1,23.9,19.0,2.0,2024-04-21,13:00:00
Tokyo,65,355.5,18.8,45.0,23.8,18.9,2.5,2024-04-21,12:00:00
Tokyo,66,347.2,18.1,52.0,24.6,19.59,3.0,2024-04-21,11:00:00
Tokyo,68,336.4,16.6,61.3,25.4,20.27,3.6,2024-04-21,10:00:00
Tokyo,67,334.3,14.3,65.9,25.0,19.91,4.0,2024-04-21,09:00:00
Tokyo,68,342.9,13.6,74.9,25.6,20.42,4.1,2024-04-21,08:00:00
Tokyo,71,345.0,12.9,67.0,27.1,21.53,3.9,2024-04-21,07:00:00
Tokyo,70,360.1,12.3,93.0,26.9,21.43,4.5,2024-04-21,06:00:00
Tokyo,71,351.4,11.7,63.4,27.5,21.91,4.8,2024-04-21,05:00:00
Tokyo,70,371.0,12.2,88.3,26.8,21.32,5.0,2024-04-21,04:00:00
Tokyo,69,364.5,12.6,86.0,26.2,20.89,5.5,2024-04-21,03:00:00
Tokyo,67,356.8,13.8,73.2,25.0,19.97,5.7,2024-04-21,02:00:00
Tokyo,64,326.8,14.0,60.4,23.1,18.35,4.5,2024-04-21,01:00:00
Tokyo,63,341.5,16.2,47.6,22.6,18.13,5.9,2024-04-21,00:00:00
Tokyo,62,317.4,14.8,43.2,22.0,17.59,4.7,2024-04-20,23:00:00
Tokyo,60,298.1,14.4,32.0,21.1,16.77,4.4,2024-04-20,22:00:00
Reykjavik,26,57.2,1.0,56.0,3.0,2.0,12.0,2024-04-23,21:00:00
Reykjavik,26,10.0,10.7,20.7,23.7,6.29,117.0,2024-04-23,20:00:00
Reykjavik,61,103.0,6.4,7.9,25.2,17.17,124.6,2024-04-23,19:00:00
Reykjavik,54,134.0,9.9,15.9,26.8,13.92,162.0,2024-04-23,18:00:00
Reykjavik,58,188.0,7.3,12.8,29.2,15.92,158.8,2024-04-23,17:00:00
Reykjavik,51,10.0,6.3,13.1,32.0,12.57,151.0,2024-04-23,16:00:00
Reykjavik,64,422.0,6.8,17.3,32.2,18.6,151.8,2024-04-23,15:00:00
Reykjavik,64,175.5,6.6,13.7,33.0,18.58,168.8,2024-04-23,14:00:00
Reykjavik,80,153.0,6.8,8.2,40.8,25.83,160.6,2024-04-23,13:00:00
Reykjavik,62,251.0,11.4,13.4,33.5,17.55,167.0,2024-04-23,12:00:00
Reykjavik,61,278.0,19.4,12.3,37.1,17.09,195.3,2024-04-23,11:00:00
Reykjavik,58,10.0,13.8,11.6,48.7,15.67,254.5,2024-04-23,10:00:00
Reykjavik,52,542.0,14.7,13.7,35.7,12.8,132.0,2024-04-23,09:00:00
Reykjavik,50,145.0,21.0,13.5,20.9,12.14,139.2,2024-04-23,08:00:00
Reykjavik,55,74.0,8.1,11.5,29.8,14.25,37.3,2024-04-23,07:00:00
Reykjavik,32,67.5,9.0,12.9,13.5,7.67,35.8,2024-04-23,06:00:00
Reykjavik,29,58.0,8.6,20.4,11.8,7.0,11.9,2024-04-23,05:00:00
Reykjavik,24,10.0,9.2,14.6,12.6,5.86,14.2,2024-04-23,04:00:00
Reykjavik,31,107.0,8.1,19.0,13.1,7.45,9.9,2024-04-23,03:00:00
Reykjavik,35,55.5,8.4,11.4,16.1,8.5,8.8,2024-04-23,02:00:00
Reykjavik,38,57.5,10.5,9.6,20.8,9.08,5.7,2024-04-23,01:00:00
Reykjavik,63,124.0,6.2,10.5,27.5,17.83,8.8,2024-04-23,00:00:00
Reykjavik,43,261.5,11.3,19.3,30.6,10.33,7.6,2024-04-22,23:00:00
Reykjavik,30,116.0,8.0,23.3,24.1,7.25,7.0,2024-04-22,22:00:00
Reykjavik,29,77.0,10.0,34.0,16.4,7.0,5.9,2024-04-22,21:00:00
Reykjavik,56,80.5,6.4,15.9,19.5,14.83,7.4,2024-04-22,20:00:00
Reykjavik,52,95.0,4.8,26.2,20.3,13.0,7.7,2024-04-22,19:00:00
Reykjavik,50,92.0,5.0,26.6,17.4,12.0,8.6,2024-04-22,18:00:00
Reykjavik,42,95.0,5.0,25.9,16.0,10.17,17.3,2024-04-22,17:00:00
Reykjavik,39,10.0,5.2,26.6,18.3,9.43,50.2,2024-04-22,16:00:00
Reykjavik,30,156.0,4.4,33.4,13.9,7.2,22.4,2024-04-22,15:00:00
Reykjavik,42,81.5,5.1,26.7,16.6,10.0,26.2,2024-04-22,14:00:00
Reykjavik,42,100.0,5.7,26.5,17.3,10.0,16.4,2024-04-22,13:00:00
Reykjavik,56,96.5,4.0,13.2,20.2,15.0,11.8,2024-04-22,12:00:00
Reykjavik,50,85.5,6.9,20.1,21.7,12.09,20.3,2024-04-22,11:00:00
Reykjavik,35,10.0,25.0,18.9,28.4,8.43,16.2,2024-04-22,10:00:00
Reykjavik,48,144.0,12.4,17.8,28.0,11.6,20.0,2024-04-22,09:00:00
Reykjavik,44,110.5,16.4,12.4,23.6,10.58,16.3,2024-04-22,08:00:00
Reykjavik,40,97.5,11.5,13.4,18.4,9.5,10.9,2024-04-22,07:00:00
Reykjavik,46,98.5,9.0,8.9,16.2,11.17,5.2,2024-04-22,06:00:00
Reykjavik,36,109.0,6.1,14.7,14.9,8.58,7.9,2024-04-22,05:00:00
Reykjavik,33,10.0,4.8,15.4,17.3,8.0,23.4,2024-04-22,04:00:00
Reykjavik,40,107.0,3.6,21.2,17.5,9.7,9.9,2024-04-22,03:00:00
Reykjavik,39,62.5,4.9,15.5,17.7,9.42,13.0,2024-04-22,02:00:00
Reykjavik,40,76.0,9.1,14.8,21.8,9.5,6.6,2024-04-22,01:00:00
Reykjavik,62,93.5,2.8,14.8,25.2,17.33,6.4,2024-04-22,00:00:00
Reykjavik,54,144.0,9.3,29.2,28.3,13.92,5.0,2024-04-21,23:00:00
Reykjavik,40,10.0,13.0,24.5,28.6,9.71,8.0,2024-04-21,22:00:00
Reykjavik,54,140.0,7.7,25.7,25.0,13.64,8.6,2024-04-21,21:00:00
Reykjavik,53,252.0,4.8,36.9,24.0,13.2,5.0,2024-04-21,20:00:00
Reykjavik,51,94.0,3.8,27.0,20.3,12.5,6.4,2024-04-21,19:00:00
Reykjavik,51,87.5,11.3,17.0,19.3,12.5,3.6,2024-04-21,18:00:00
Reykjavik,41,82.0,7.1,27.8,18.8,9.75,12.2,2024-04-21,17:00:00
Reykjavik,48,10.0,4.6,28.0,21.3,11.43,23.4,2024-04-21,16:00:00
Reykjavik,47,144.0,3.4,38.7,19.1,11.33,5.9,2024-04-21,15:00:00
Reykjavik,53,74.0,3.6,28.3,18.8,13.42,7.7,2024-04-21,14:00:00
Reykjavik,54,10.0,2.5,17.4,16.2,13.83,10.2,2024-04-21,13:00:00
Reykjavik,53,80.0,3.3,28.5,18.0,13.4,6.1,2024-04-21,12:00:00
Reykjavik,51,70.0,3.1,28.5,16.5,12.67,6.1,2024-04-21,11:00:00
Reykjavik,53,61.0,3.6,28.9,15.0,13.5,6.0,2024-04-21,10:00:00
Reykjavik,33,61.0,2.8,28.6,10.5,8.0,5.8,2024-04-21,09:00:00
Reykjavik,26,102.0,3.3,40.5,9.7,6.2,5.9,2024-04-21,08:00:00
Reykjavik,28,54.5,2.8,29.4,9.4,6.83,5.9,2024-04-21,07:00:00
Reykjavik,25,10.0,1.5,17.9,7.0,6.0,4.3,2024-04-21,06:00:00
Reykjavik,24,50.5,6.4,29.3,10.3,5.83,5.8,2024-04-21,05:00:00
Reykjavik,21,57.0,9.6,29.3,11.0,5.0,6.2,2024-04-21,04:00:00
Reykjavik,20,55.0,6.8,29.0,9.6,4.82,6.4,2024-04-21,03:00:00
Reykjavik,18,111.0,2.8,39.6,7.0,3.6,6.0,2024-04-21,02:00:00
Reykjavik,15,10.0,2.3,17.2,4.3,2.5,78.0,2024-04-21,01:00:00
Reykjavik,13,48.0,2.4,28.3,4.1,2.2,11.9,2024-04-21,00:00:00
Reykjavik,13,49.0,2.9,28.6,3.6,2.08,9.2,2024-04-20,23:00:00
Reykjavik,22,48.0,3.3,28.6,23.7,2.67,8.4,2024-04-20,22:00:00
Cape Town,102,146.5,23.0,20.0,52.0,36.0,88.0,2024-04-23,21:00:00
Cape Town,69,142.6,29.0,13.6,29.0,21.0,13.0,2024-04-23,20:00:00
Cape Town,102,138.7,60.0,7.2,58.0,36.0,13.0,2024-04-23,19:00:00
Cape Town,82,134.8,48.0,0.9,44.0,27.0,87.0,2024-04-23,18:00:00
Cape Town,69,127.6,39.0,36.9,47.0,21.0,13.0,2024-04-23,17:00:00
Cape Town,89,120.4,42.0,73.0,58.0,30.0,13.0,2024-04-23,16:00:00
Cape Town,157,113.2,12.0,109.0,88.0,61.0,56.0,2024-04-23,15:00:00
Cape Town,63,121.0,32.0,123.3,35.0,18.0,13.0,2024-04-23,14:00:00
Cape Town,72,128.8,32.0,137.7,35.0,18.0,13.0,2024-04-23,13:00:00
Cape Town,90,136.6,32.0,152.0,36.0,19.0,42.0,2024-04-23,12:00:00
Cape Town,65,133.6,32.0,103.2,36.0,19.0,42.0,2024-04-23,11:00:00
Cape Town,68,130.7,19.3,54.4,36.0,20.33,272.0,2024-04-23,10:00:00
Cape Town,74,127.8,13.0,5.6,36.0,21.0,387.0,2024-04-23,09:00:00
Cape Town,67,144.1,49.0,7.7,30.0,20.0,42.0,2024-04-23,08:00:00
Cape Town,67,160.5,49.0,9.9,30.0,20.0,42.0,2024-04-23,07:00:00
Cape Town,54,176.8,39.0,12.0,20.0,14.0,42.0,2024-04-23,06:00:00
Cape Town,56,156.0,30.0,14.0,21.7,15.0,47.3,2024-04-23,05:00:00
Cape Town,63,135.2,30.0,1.0,29.0,18.0,52.7,2024-04-23,04:00:00
Cape Town,61,114.4,12.0,18.0,25.0,17.0,58.0,2024-04-23,03:00:00
Cape Town,93,113.8,18.0,20.7,47.0,32.0,42.0,2024-04-23,02:00:00
Cape Town,107,113.2,49.0,23.3,54.0,38.0,42.0,2024-04-23,01:00:00
Cape Town,76,112.6,46.0,26.0,34.0,24.0,42.0,2024-04-23,00:00:00
Cape Town,78,151.5,40.0,2.5,49.0,25.0,5.0,2024-04-22,23:00:00
Cape Town,76,190.4,45.0,2.9,44.0,24.0,5.0,2024-04-22,22:00:00
Cape Town,123,229.4,51.0,11.0,65.0,44.0,222.0,2024-04-22,21:00:00
Cape Town,52,211.8,52.0,2.6,31.0,13.0,5.0,2024-04-22,20:00:00
Cape Town,69,194.3,78.0,2.6,51.0,21.0,5.0,2024-04-22,19:00:00
Cape Town,33,176.8,16.0,2.9,16.0,8.0,159.0,2024-04-22,18:00:00
Cape Town,33,137.7,8.0,3.9,15.0,8.0,123.0,2024-04-22,17:00:00
Cape Town,33,98.6,2.0,5.0,14.0,8.0,87.0,2024-04-22,16:00:00
Cape Town,63,59.5,9.0,74.0,28.0,18.0,51.0,2024-04-22,15:00:00
Cape Town,37,57.6,2.0,5.5,21.0,9.0,48.0,2024-04-22,14:00:00
Cape Town,21,55.6,2.0,5.4,13.0,5.0,45.0,2024-04-22,13:00:00
Cape Town,29,53.7,2.0,5.5,24.0,7.0,42.0,2024-04-22,12:00:00
Cape Town,33,51.7,11.0,22.3,20.0,8.0,42.0,2024-04-22,11:00:00
Cape Town,33,49.8,11.0,39.2,20.0,8.0,42.0,2024-04-22,10:00:00
Cape Town,54,47.9,5.0,56.0,22.0,14.0,34.0,2024-04-22,09:00:00
Cape Town,63,47.1,35.0,51.3,36.0,18.0,42.0,2024-04-22,08:00:00
Cape Town,54,46.3,39.0,46.7,26.0,14.0,42.0,2024-04-22,07:00:00
Cape Town,61,45.5,32.0,42.0,30.0,17.0,42.0,2024-04-22,06:00:00
Cape Town,50,44.9,4.0,41.3,17.0,12.0,42.0,2024-04-22,05:00:00
